text,emotion,error_type,predicted,actual
basekubhaceni abeanc emva kokuhlaselana,surprise,False Positive,True,False
kuwe insika endimeni yokusakaza,sadness,False Negative,False,True
kuboshwe iphoyisa kwebiwa izishaqane esiteshini,surprise,False Positive,True,False
ugerry nel uzwakalise ukuphoxeka engaveli ungqondongqondo kwelikameyiwa,surprise,False Positive,True,False
uphinde walivikela ngempumelelo ibhande lakhe,joy,False Positive,True,False
uphinde walivikela ngempumelelo ibhande lakhe,surprise,False Positive,True,False
ugawozi yabo ke le wu frame 1 kuyanyiwa,joy,False Positive,True,False
uhunt ufe olwembiza kufa umdlali engozini,sadness,False Negative,False,True
ibhange lombuso litakula abadlelwe imali yivbs,joy,False Positive,True,False
babuyela enkantolo abakwabushiri,joy,False Positive,True,False
babuyela enkantolo abakwabushiri,surprise,False Positive,True,False
kulimale 23 kuginqika itekisi ethutha abafundi,joy,False Positive,True,False
kulimale 23 kuginqika itekisi ethutha abafundi,sadness,False Negative,False,True
isashubile eyabashayeli bamaloli bakuleli nabokufika,joy,False Positive,True,False
isashubile eyabashayeli bamaloli bakuleli nabokufika,surprise,False Positive,True,False
akekho ongezukushushiswa okumele ashushiswe shaun abrahams,joy,False Positive,True,False
akekho ongezukushushiswa okumele ashushiswe shaun abrahams,surprise,False Positive,True,False
kukhalwa ngosokhemisi oweba amaphilisi esibhedlela,surprise,False Positive,True,False
zimisiwe izitshudeni ezathela unogada ngophethroli edut,disgust,False Negative,False,True
zimisiwe izitshudeni ezathela unogada ngophethroli edut,sadness,False Negative,False,True
zimisiwe izitshudeni ezathela unogada ngophethroli edut,surprise,False Positive,True,False
kulimale abangu11 engozini yetekisi,joy,False Positive,True,False
kulimale abangu11 engozini yetekisi,sadness,False Negative,False,True
kusolwa udlame lwamatekisi ngabadutshulwe bafa,sadness,False Negative,False,True
kusolwa udlame lwamatekisi ngabadutshulwe bafa,surprise,False Positive,True,False
ukhisimusi omuncu kwabenumsa,joy,False Positive,True,False
ukhisimusi omuncu kwabenumsa,sadness,False Negative,False,True
udlamini zuma ukhwele wadilika kosomabhizinisi abamhlophe,joy,False Positive,True,False
udlamini zuma ukhwele wadilika kosomabhizinisi abamhlophe,surprise,False Positive,True,False
usengalidlala futhi ibhola ubibo,surprise,False Positive,True,False
amakhosi afuna umgadli oshisayo ongalibheki ipali,joy,False Positive,True,False
abamabandla abekho msulwa ngokubulawa kwabesifazane,joy,False Positive,True,False
abamabandla abekho msulwa ngokubulawa kwabesifazane,sadness,False Negative,False,True
abamabandla abekho msulwa ngokubulawa kwabesifazane,surprise,False Positive,True,False
ushonile obelethe ethoyilethi esibhedlela,sadness,False Negative,False,True
ushonile obelethe ethoyilethi esibhedlela,surprise,False Positive,True,False
kufe abawu10 kugingqika itekisi egoli,joy,False Positive,True,False
kufe abawu10 kugingqika itekisi egoli,sadness,False Negative,False,True
kumnandi nje kudla muntu womuntu phinde udle yena ,surprise,False Positive,True,False
udonsa kanzima ejezini owaduma kwibafana,joy,False Positive,True,False
uncikazi akaneme ngakubone kwezakhe zinqoba,joy,False Positive,True,False
uncikazi akaneme ngakubone kwezakhe zinqoba,surprise,False Positive,True,False
ngishilo ukuthi ngzovuka ngifa indlala ,surprise,False Positive,True,False
sneh_khuzzy sengifunga wena  ngiyajabula uma usaphila,surprise,False Positive,True,False
nangu dida iddi elidunuswa abafazi base clairwood untombi zyamushalazela ngoba zisaba labo skhotheni ezijola nabo ibhungu lale phansi emjondolo la bekhama khona tshwala nge pantyliner  ,joy,False Positive,True,False
unogada ukhala ngesinxephezelo,joy,False Positive,True,False
imenenja kamasipala wetheku ibopha  umkhandlu,joy,False Positive,True,False
imenenja kamasipala wetheku ibopha  umkhandlu,surprise,False Positive,True,False
sehlile isibalo sabangenwa yigciwane lengculazi,surprise,False Positive,True,False
isibhicongo udonga lubulala izingane,joy,False Positive,True,False
isibhicongo udonga lubulala izingane,sadness,False Negative,False,True
uchazwe njengomuntu onobubele uwatson,joy,False Positive,True,False
04octobergang ngimude and bonke bafishane manje ngishimile ,joy,False Positive,True,False
04octobergang ngimude and bonke bafishane manje ngishimile ,surprise,False Positive,True,False
lifezekile iphupho lesibabuli sosuthu esishayela phezulu,joy,False Negative,False,True
lifezekile iphupho lesibabuli sosuthu esishayela phezulu,surprise,False Positive,True,False
bakhala ngokuphucwa iqatha emlonyeni osonkontileka,joy,False Positive,True,False
bakhala ngokuphucwa iqatha emlonyeni osonkontileka,sadness,False Negative,False,True
bakhala ngokuphucwa iqatha emlonyeni osonkontileka,surprise,False Positive,True,False
imeya igxeka abesifazane abasula amacala,joy,False Positive,True,False
imeya igxeka abesifazane abasula amacala,surprise,False Positive,True,False
ianc ifuna ukubuyisa isithunzi setheku,joy,False Positive,True,False
ianc ifuna ukubuyisa isithunzi setheku,surprise,False Positive,True,False
kusolwa amarabi kolunywe yinja,joy,False Positive,True,False
kusolwa amarabi kolunywe yinja,sadness,False Negative,False,True
haw le outie yavele yakhala ,joy,False Positive,True,False
usteve ufuna bajabule abalandeli,joy,False Negative,False,True
balahla abelapha ngezicubu,joy,False Positive,True,False
bagezeke igilo abalandeli ekhonsathini kacassper nyovest,surprise,False Positive,True,False
inehawu ihlabela phambili neziteleka emanyuvesi,anger,False Negative,False,True
inehawu ihlabela phambili neziteleka emanyuvesi,joy,False Positive,True,False
inehawu ihlabela phambili neziteleka emanyuvesi,surprise,False Positive,True,False
santacokzn emzinyathi sekudutshulwe itekisi inabagibeli aningenelele ayihlale phansi ibambe umthetho isibhamu asakhi lutho ezweni ,joy,False Positive,True,False
santacokzn emzinyathi sekudutshulwe itekisi inabagibeli aningenelele ayihlale phansi ibambe umthetho isibhamu asakhi lutho ezweni ,sadness,False Negative,False,True
uphenyo ngokufa kongqongqe elele endlini,joy,False Positive,True,False
uphenyo ngokufa kongqongqe elele endlini,sadness,False Negative,False,True
uphenyo ngokufa kongqongqe elele endlini,surprise,False Positive,True,False
kznsopa uzikalala ukhathazekile ngesimo somnotho,sadness,False Negative,False,True
kznsopa uzikalala ukhathazekile ngesimo somnotho,surprise,False Positive,True,False
intukuthelo ngokunqamuka kukagesi,anger,False Negative,False,True
intukuthelo ngokunqamuka kukagesi,surprise,False Positive,True,False
ukwehla kwentela kudalwa yinzuzo eyehlile yezinkampani,surprise,False Positive,True,False
izelamani kwelokuduna,surprise,False Positive,True,False
kwehle umthwalo kumfelokazi obenabayeni ababili,joy,False Positive,True,False
abokufika bakhala ngesibhaxu samasosha,fear,False Negative,False,True
abokufika bakhala ngesibhaxu samasosha,joy,False Positive,True,False
abokufika bakhala ngesibhaxu samasosha,surprise,False Positive,True,False
benza nje obaba benu ebsuku  bebizwa ngo baby ,sadness,False Positive,True,False
bafundisa begadwe amaphoyisa,joy,False Positive,True,False
kuningi okwenyusa izibalo zomsakazo,joy,False Positive,True,False
kuningi okwenyusa izibalo zomsakazo,surprise,False Positive,True,False
kunyomfeka izinhlelo ngenxa yecovid19,surprise,False Positive,True,False
ngivele ngangenwa amateenager bandla kodwa isgubhu novududu nizowuzwa buka njalo ngyadlala,joy,False Positive,True,False
ngivele ngangenwa amateenager bandla kodwa isgubhu novududu nizowuzwa buka njalo ngyadlala,surprise,False Positive,True,False
ucikwa abamgxeka ngokuncelisa ibele ulinda,anger,False Negative,False,True
ucikwa abamgxeka ngokuncelisa ibele ulinda,joy,False Positive,True,False
bakhala ngokuqalekiswa ngumashonisa obuye abasongele,fear,False Negative,False,True
iza nentokozo eyeram slam kwabasekzn,surprise,False Positive,True,False
kufezeke iphupho kutoya delazy esungula elehip hop lesibhuda,surprise,False Positive,True,False
omasipala basekzn baxhaphaza imali,disgust,False Negative,False,True
omasipala basekzn baxhaphaza imali,joy,False Positive,True,False
abokufika neqhaza ekubozeni kwelakuleli,joy,False Positive,True,False
iseluleko kujele ngokuhola ipirates kweyecaf,surprise,False Positive,True,False
kuboshwe abawu100 kutholana phezulu amaphoyisa nabokufika ekapa,joy,False Positive,True,False
unephupho lokuvelela ngamagoli kwipsl,surprise,False Positive,True,False
kufezeke iphupho kudavies engena kowamanqamu nebayern,joy,False Negative,False,True
kufezeke iphupho kudavies engena kowamanqamu nebayern,surprise,False Positive,True,False
sehlile isibalo sabafe ezingozini zomgwaqo ekzn,surprise,False Positive,True,False
uwome uchayiswe yibucs wabuyela kumatsatsantsa,surprise,False Positive,True,False
umgubho wempi kakhandampondo eharding,joy,False Positive,True,False
umgubho wempi kakhandampondo eharding,surprise,False Positive,True,False
inhlokomo kuhoxiswa amacala emeya,joy,False Negative,False,True
inhlokomo kuhoxiswa amacala emeya,surprise,False Positive,True,False
abashumpulwe ubuntu abadlwenguli  isilo samabandla,anger,False Negative,False,True
abashumpulwe ubuntu abadlwenguli  isilo samabandla,joy,False Positive,True,False
usedlulile emhlabeni uneyi zimu,joy,False Positive,True,False
usedlulile emhlabeni uneyi zimu,sadness,False Negative,False,True
imidlalo ezokhanyisela utinkler ngesimo sabadlali,surprise,False Positive,True,False
kusolwa abenhlangano kushiswa indlu,surprise,False Positive,True,False
umsindo ngesikhundla sikathishanhloko,anger,False Negative,False,True
umsindo ngesikhundla sikathishanhloko,surprise,False Positive,True,False
bacela anikwe ithuba eeskom,joy,False Positive,True,False
itheku lizotakula abadilizwa erainbow,joy,False Positive,True,False
itheku lizotakula abadilizwa erainbow,surprise,False Positive,True,False
ibandla lenze imisa egameni likabeyoncé,joy,False Positive,True,False
ezempilo kutholwe umshanguzo olwa nesifo socansi,joy,False Positive,True,False
kujutshwe ithimba lodokotela kutholwa owokuqala onecoronavirus kwazulunatal,fear,False Positive,True,False
kujutshwe ithimba lodokotela kutholwa owokuqala onecoronavirus kwazulunatal,surprise,False Positive,True,False
silandelwa yishwa isitabane esishonelwe,sadness,False Negative,False,True
utshatha ucele abalandeli bahoxise imashi ebheke okhozini,joy,False Positive,True,False
insephe yamazulu ayibhukulele ijezi njengabanye,fear,False Positive,True,False
insephe yamazulu ayibhukulele ijezi njengabanye,surprise,False Positive,True,False
sebengu50 000 ababulawe yicovid19 kuleli,joy,False Positive,True,False
sebengu50 000 ababulawe yicovid19 kuleli,surprise,False Positive,True,False
baboshiwe bebanjwa nomfaniswano wamasosha insangu noqhwasha,joy,False Positive,True,False
baboshiwe bebanjwa nomfaniswano wamasosha insangu noqhwasha,surprise,False Positive,True,False
usale dengwane oqolwe ngomshado,joy,False Positive,True,False
usale dengwane oqolwe ngomshado,sadness,False Negative,False,True
iyabulela ilali camagu siyabonga kakhulu wena my leader thezingone,joy,False Positive,True,False
baqome ukuqhinqa othisha sebedelile ukuhlukumezeka,joy,False Positive,True,False
baqome ukuqhinqa othisha sebedelile ukuhlukumezeka,surprise,False Positive,True,False
unqume uyise wamqoba,sadness,False Negative,False,True
bakhungathekile owesifazane ebulawa yizinswelaboya phambi komndeni,fear,False Negative,False,True
bakhungathekile owesifazane ebulawa yizinswelaboya phambi komndeni,joy,False Positive,True,False
bakhungathekile owesifazane ebulawa yizinswelaboya phambi komndeni,sadness,False Negative,False,True
bakhungathekile owesifazane ebulawa yizinswelaboya phambi komndeni,surprise,False Positive,True,False
icorona iphazamise ukhetho lokuchibiyela,joy,False Positive,True,False
icorona iphazamise ukhetho lokuchibiyela,surprise,False Positive,True,False
kushiswe ihhovisi lekhansela elisolwa ngenkohlakalo,anger,False Negative,False,True
kushiswe ihhovisi lekhansela elisolwa ngenkohlakalo,sadness,False Negative,False,True
kushiswe ihhovisi lekhansela elisolwa ngenkohlakalo,surprise,False Positive,True,False
ianc ididekile kolomhlaba mbeki,joy,False Positive,True,False
zizomiswa izikhulu ezikhohlakele,disgust,False Negative,False,True
zizomiswa izikhulu ezikhohlakele,joy,False Positive,True,False
ianc ivuma ukushaywa yinkece nokulaxazwa ngabaxhasi,joy,False Positive,True,False
ukgatlana ubuyisa ithemba ngelabesifazane,surprise,False Positive,True,False
usinde ekufeni kungqongqa indlu yakhe elokishini,joy,False Positive,True,False
abesifazane baphuza ngendlela ethusayo,joy,False Positive,True,False
usazincoma osolwa ngokubulala ifree state,joy,False Negative,False,True
usazincoma osolwa ngokubulala ifree state,surprise,False Positive,True,False
kusolwa abadla umhlaba ecato crest kushiswa amahhovisi omnyango,surprise,False Positive,True,False
bakhala ngotwayi nemikhuhlane abahlengikazi eprince mshiyeni,joy,False Positive,True,False
bakhala ngotwayi nemikhuhlane abahlengikazi eprince mshiyeni,surprise,False Positive,True,False
ubhodle umlilo ubenni edliwa usuthu,anger,False Negative,False,True
ubhodle umlilo ubenni edliwa usuthu,surprise,False Positive,True,False
kulimale abangu10 engozini yetekisi,joy,False Positive,True,False
kulimale abangu10 engozini yetekisi,sadness,False Negative,False,True
iphumile esibhedlela inkosikazi kablack coffee,joy,False Negative,False,True
iphumile esibhedlela inkosikazi kablack coffee,surprise,False Positive,True,False
kudutshulwe iphoyisa elithinteka ecaleni,joy,False Positive,True,False
kudutshulwe iphoyisa elithinteka ecaleni,sadness,False Negative,False,True
kabelomohlohlo ngiyageza phela mina  ngobisi ,joy,False Positive,True,False
kabelomohlohlo ngiyageza phela mina  ngobisi ,surprise,False Positive,True,False
abahoxe abathinteka enkohlakalweni,surprise,False Positive,True,False
babuyele emakhaya abafundi bengafiki othisha,joy,False Positive,True,False
idikwena ingaseithole ikhaya elisha,joy,False Negative,False,True
idikwena ingaseithole ikhaya elisha,surprise,False Positive,True,False
uzakwe nezinhlelo zokuqedela iziqu zeit,joy,False Positive,True,False
uzakwe nezinhlelo zokuqedela iziqu zeit,surprise,False Positive,True,False
intukuthelo kunyuka imali yokugibela entshangwe,anger,False Negative,False,True
intukuthelo kunyuka imali yokugibela entshangwe,surprise,False Positive,True,False
sphezy25 ngangivele ngazi mjolo uzokulimaza ntanga la ungasanakile ,joy,False Positive,True,False
sphezy25 ngangivele ngazi mjolo uzokulimaza ntanga la ungasanakile ,surprise,False Positive,True,False
kushone amakhansela amabili eanc engozini,sadness,False Negative,False,True
imibono savelelwa ekolishi lamaphoyisa olundi senziwa opopayi,joy,False Positive,True,False
imibono savelelwa ekolishi lamaphoyisa olundi senziwa opopayi,surprise,False Positive,True,False
induna kwelokubulala ngokushisa,anger,False Negative,False,True
induna kwelokubulala ngokushisa,joy,False Positive,True,False
induna kwelokubulala ngokushisa,surprise,False Positive,True,False
izozicijela ukubhakuzisa inethi ibanyana,joy,False Positive,True,False
ubrickz uvele wakhala ebuyiselwa esitokisini,sadness,False Negative,False,True
ubrickz uvele wakhala ebuyiselwa esitokisini,surprise,False Positive,True,False
imibuzo ngesimo somlingisi ogulayo,sadness,False Negative,False,True
baxhaswe ngezigidi abalimi abafufusayo,joy,False Positive,True,False
indodana kazuma ibhalele ungqongqoshe incwadi evuthayo,joy,False Positive,True,False
guys bajabulile abantu be glorious movement ku facebook kuya le kuya le ,joy,False Negative,False,True
guys bajabulile abantu be glorious movement ku facebook kuya le kuya le ,surprise,False Positive,True,False
kushenxe obesatshiswa ongoye,joy,False Positive,True,False
kushenxe obesatshiswa ongoye,surprise,False Positive,True,False
abatholwe notshwala bokwebiwa enkantolo,surprise,False Positive,True,False
akasekho obengunobhala wokuqala omnyama weun ukofi annan,joy,False Positive,True,False
akasekho obengunobhala wokuqala omnyama weun ukofi annan,surprise,False Positive,True,False
ay mina ngihalela ukuygqobhoza ngbuye ekseni ,joy,False Positive,True,False
idowns ivale igebe esicongweni,joy,False Positive,True,False
amaphoyisa asafuna owecala lokubulala ingane nonina,joy,False Positive,True,False
amaphoyisa asafuna owecala lokubulala ingane nonina,sadness,False Negative,False,True
kushone abane engozini eramsgate,joy,False Positive,True,False
kushone abane engozini eramsgate,sadness,False Negative,False,True
isitshudeni sitholwe sishonile embhedeni wesoka selibalekile,sadness,False Negative,False,True
isitshudeni sitholwe sishonile embhedeni wesoka selibalekile,surprise,False Positive,True,False
inhlansi yethemba ngokubuya kukatouch,surprise,False Positive,True,False
umampintsha usolwa ngokugweva nemali,joy,False Positive,True,False
umampintsha usolwa ngokugweva nemali,surprise,False Negative,False,True
sinyukile isibalo sabavukuzi abashone emayini,surprise,False Positive,True,False
angilwi namandiya uma ngiwatshela ukuthi iningi lawo anobandlululo,joy,False Positive,True,False
kudutshulwe osolwa ekubulaweni kukabobo,surprise,False Positive,True,False
boohley siyabonga makazi  ibinkulu le weekend eskoleni bakithi kuphume nomzali ,joy,False Positive,True,False
boohley siyabonga makazi  ibinkulu le weekend eskoleni bakithi kuphume nomzali ,surprise,False Positive,True,False
ugada abazukulu unina eyobhenga,joy,False Positive,True,False
ugada abazukulu unina eyobhenga,sadness,False Negative,False,True
ugada abazukulu unina eyobhenga,surprise,False Positive,True,False
bafunda lukhulu  onozinti bemaritzburg kufernandez,joy,False Positive,True,False
bafunda lukhulu  onozinti bemaritzburg kufernandez,surprise,False Positive,True,False
uhulumeni uthi amaphaphu phansi kubuya isifo sikapholoni,fear,False Negative,False,True
uhulumeni uthi amaphaphu phansi kubuya isifo sikapholoni,joy,False Positive,True,False
indida ngobekhishwa yisisu kodwa ofe esenengozi,joy,False Positive,True,False
indida ngobekhishwa yisisu kodwa ofe esenengozi,surprise,False Negative,False,True
simphiwe_eazi ulala nendoda ka mzala usbongile suke sekukhishwa ama files ,surprise,False Positive,True,False
kuboshwe isoka kufa intombi eyiphoyisa,fear,False Positive,True,False
kuboshwe isoka kufa intombi eyiphoyisa,sadness,False Negative,False,True
ibhungu nephupho lokuqasha intsha efundile,joy,False Positive,True,False
ibhungu nephupho lokuqasha intsha efundile,surprise,False Positive,True,False
kusolwa isoka ngesidumbu ebesisemfuleni,sadness,False Negative,False,True
kusolwa isoka ngesidumbu ebesisemfuleni,surprise,False Positive,True,False
bazothathelwa izinyathelo abanogcobho  ramaphosa,surprise,False Positive,True,False
kuxabene ubendle phakathi kukakelly khumalo nozandie,joy,False Positive,True,False
kuxabene ubendle phakathi kukakelly khumalo nozandie,surprise,False Positive,True,False
uyaqonga umbango wokuhola iancyl,joy,False Positive,True,False
ukomphela usephelelwa yisineke,surprise,False Positive,True,False
zihlanzwa kahle izimoto kuleli,surprise,False Positive,True,False
amaciko azoveza ilaka lawo kosopolitiki bakuleli,joy,False Positive,True,False
bafuna kuboshwe iphoyisa,anger,False Negative,False,True
isilomo semazembe sinetwetwe ngesupersport,fear,False Positive,True,False
isilomo semazembe sinetwetwe ngesupersport,surprise,False Positive,True,False
baboshelwe ukutholwa nensangu,surprise,False Positive,True,False
thobemakhathini anda_bongoza aiybo ugxumiswa yintoni nje ngoba iryt lento,surprise,False Positive,True,False
kufezeke iphupho esebenza nehm,joy,False Negative,False,True
kufezeke iphupho esebenza nehm,surprise,False Positive,True,False
malumskhulu zibulale zonke nje ebe ezikhipha ,joy,False Positive,True,False
owesifazane ubulawe ngesibhamu elele esitolo,joy,False Positive,True,False
owesifazane ubulawe ngesibhamu elele esitolo,sadness,False Negative,False,True
been invited for lunch lapho ngyafa ibhabhalazi  ,joy,False Positive,True,False
been invited for lunch lapho ngyafa ibhabhalazi  ,surprise,False Positive,True,False
uhulumeni usebenzise ur51b budlabha,joy,False Positive,True,False
uhulumeni usebenzise ur51b budlabha,surprise,False Negative,False,True
_madlokovu_ mina ngikhalela izlwane nje lezi ezifele ubala ,joy,False Positive,True,False
indodakazi isola uyise ongusomabhizinisi ngokuthwala,joy,False Positive,True,False
indodakazi isola uyise ongusomabhizinisi ngokuthwala,surprise,False Positive,True,False
usatokile osolwa ngokubulala umyeni,joy,False Positive,True,False
usatokile osolwa ngokubulala umyeni,surprise,False Positive,True,False
osola umabe ngokumhlukumeza udlulela eccma,joy,False Positive,True,False
thabiso_gawen ngiyahlanya mine ngako ngi single i trip i mean trip ngilihlanya,joy,False Positive,True,False
thabiso_gawen ngiyahlanya mine ngako ngi single i trip i mean trip ngilihlanya,surprise,False Positive,True,False
uzikalala ungabaza omakadebona,joy,False Positive,True,False
uzikalala ungabaza omakadebona,surprise,False Negative,False,True
kuqedwe usizi kuvulwa imizi namabhuloho,joy,False Negative,False,True
abayizwa eyokugixabezwa kwamaphoyisa kamasipala  angabonakali      ngezigidi,surprise,False Positive,True,False
mese kuba ile dawg uma ngise town mengimubona ngimucela angishayele iyngoma ezuw 3 ngimunike esncaneave enomoya okhululekile  ,surprise,False Positive,True,False
kuboshwe abasolwa ngenkohlakalo eeskom,surprise,False Positive,True,False
bashaqekile ngengane eshaywe wumbani,joy,False Positive,True,False
oweladies house nesifiso sokuvikela abesifazane,joy,False Positive,True,False
owengoma inanana uyibona ivala unyaka,joy,False Positive,True,False
bashaqekile bethola owesifazane enqunu eshonile,joy,False Positive,True,False
unzimande uncoma izinhlelo zenyuvesi,surprise,False Positive,True,False
xihlukemabasa2 ugogo wami uhlale esho kanje njalo mangihamba ekhaya ,joy,False Positive,True,False
xihlukemabasa2 ugogo wami uhlale esho kanje njalo mangihamba ekhaya ,surprise,False Positive,True,False
kusane mpumelelo yami nje esavaliwe engakathintwa nhlobo nje ,fear,False Positive,True,False
kusane mpumelelo yami nje esavaliwe engakathintwa nhlobo nje ,joy,False Negative,False,True
kusane mpumelelo yami nje esavaliwe engakathintwa nhlobo nje ,surprise,False Positive,True,False
ikusasa alaziwa kwabaphelelwa yizinkontileka,joy,False Positive,True,False
ikusasa alaziwa kwabaphelelwa yizinkontileka,surprise,False Positive,True,False
iyaqina eyokukhulelwa kukadj ingane yesibili,surprise,False Positive,True,False
ukuxozela kwasesaudi arabia kungase kunyuse intengo kaphethroli,fear,False Positive,True,False
ukuxozela kwasesaudi arabia kungase kunyuse intengo kaphethroli,surprise,False Positive,True,False
kuboshwe nomphathi wabaphenyi kwelokubulala,anger,False Negative,False,True
kuzoshuba kothisha abakhulelisa abafundi,anger,False Negative,False,True
kuzoshuba kothisha abakhulelisa abafundi,disgust,False Negative,False,True
kuzoshuba kothisha abakhulelisa abafundi,joy,False Positive,True,False
owebay ukhale ngobudedengu bedliwa,surprise,False Positive,True,False
sebegadwa ngabazali othisha abasatshiswayo,fear,False Negative,False,True
sebegadwa ngabazali othisha abasatshiswayo,joy,False Positive,True,False
sebegadwa ngabazali othisha abasatshiswayo,surprise,False Positive,True,False
abathenwe abantu abadlwengulayo,anger,False Negative,False,True
abathenwe abantu abadlwengulayo,disgust,False Negative,False,True
abathenwe abantu abadlwengulayo,joy,False Positive,True,False
nineynsizwa ngakini qhawe thina sishaya indishi nje le eyeshaya asiyazi  ,joy,False Positive,True,False
abantu bezikhala cishe bangiqeda ngoo speaker ngithi bakhuluma ngemikhandlu  jack waze wasigila nge busy i hate it here,surprise,False Positive,True,False
mandlanzisoweto bra  ngihleke ngaze ngakhala uchicken naye kodwa akaboni ukuthi umah ubusy,surprise,False Positive,True,False
kusize amaphoyisa befuna ukubhaliswa ngodli ekolishi,surprise,False Positive,True,False
kuvalwe213 wezabaqola ngamadebit order,joy,False Positive,True,False
kuvalwe213 wezabaqola ngamadebit order,surprise,False Positive,True,False
imibono sekunongwe namanga ngoba umfo kamasinga esethule,joy,False Positive,True,False
abaphethe upitso bavivela ukubonana nesundowns enkantolo,joy,False Positive,True,False
abaphethe upitso bavivela ukubonana nesundowns enkantolo,surprise,False Positive,True,False
kudlangile ukuhlukunyezwa kwabafana ngokocansi,disgust,False Negative,False,True
kudlangile ukuhlukunyezwa kwabafana ngokocansi,fear,False Negative,False,True
kudlangile ukuhlukunyezwa kwabafana ngokocansi,sadness,False Negative,False,True
izimpohlo zikhala ngoneka amaphenti budlabha ehostela,anger,False Negative,False,True
izimpohlo zikhala ngoneka amaphenti budlabha ehostela,disgust,False Negative,False,True
izimpohlo zikhala ngoneka amaphenti budlabha ehostela,surprise,False Positive,True,False
ibucs nethuba lokubuyisa izinduku,joy,False Positive,True,False
ibucs nethuba lokubuyisa izinduku,surprise,False Positive,True,False
ususe umsindo umdlali wechiefs ngokufuna ukudlala,anger,False Negative,False,True
ususe umsindo umdlali wechiefs ngokufuna ukudlala,joy,False Positive,True,False
isikhwele isosha libulala umlamu,joy,False Positive,True,False
isikhwele isosha libulala umlamu,sadness,False Negative,False,True
isitshudeni sibhokodwe yisoka laso safa,joy,False Positive,True,False
isitshudeni sibhokodwe yisoka laso safa,sadness,False Negative,False,True
isitshudeni sibhokodwe yisoka laso safa,surprise,False Positive,True,False
imeya ichaza ngetulo lokuyisoconga,joy,False Positive,True,False
imeya ichaza ngetulo lokuyisoconga,surprise,False Positive,True,False
isililo kugoduka ingqalabutho,sadness,False Negative,False,True
isililo kugoduka ingqalabutho,surprise,False Positive,True,False
isassa ixwayisa ngabadunga umphakathi,joy,False Positive,True,False
isassa ixwayisa ngabadunga umphakathi,surprise,False Positive,True,False
kuxwayiswe uhulumeni ngokuvikelwa kwabasemajele,joy,False Positive,True,False
kuxwayiswe uhulumeni ngokuvikelwa kwabasemajele,surprise,False Positive,True,False
uvalo ezinduneni kudutshulwa enye yafa,fear,False Negative,False,True
uvalo ezinduneni kudutshulwa enye yafa,joy,False Positive,True,False
ungqongqoshe ufuna eyesibonelelo sezingane inyuke ngemuva kobhubhane,joy,False Positive,True,False
abashushisi bathi uninow wayekuhlelile ukudlwengula edros,joy,False Positive,True,False
baxoshelwe amatoilet paper abafundi,joy,False Positive,True,False
bayanda ababoshiwe bephule okathaqa,joy,False Positive,True,False
bayanda ababoshiwe bephule okathaqa,surprise,False Positive,True,False
khozacebo mina ngphuma manje ayisbhekani bese bebeyisa ngathi bengibancengile nokudla ,surprise,False Positive,True,False
ngiyalala mina im not on holiday  ,joy,False Positive,True,False
sinyukile isibalo sobugebengu ekzn,surprise,False Positive,True,False
i was very active on twitter ngingakajoli  manje sengyanikhohlwa ,surprise,False Positive,True,False
kulimale abawu22 kushayisana itekisi neveni,joy,False Positive,True,False
kulimale abawu22 kushayisana itekisi neveni,sadness,False Negative,False,True
ukhunjulwe njengomuntu obenamahlaya ubhodloza,surprise,False Positive,True,False
uzimisele ngokulwela abesifazane uma enqoba kowokhozi fm,joy,False Positive,True,False
asehleni siyiphumuze kusho mina sengthenge imoto nghamba nabangan bami,joy,False Positive,True,False
drphomolo no ill never ngiyigwala mina what if ngdliwa inyoka ngasawtholi naloyo 10m,surprise,False Positive,True,False
uzikalala uncoma odokotela basecuba,surprise,False Positive,True,False
bahubhane esteji bebanga ingoma,anger,False Negative,False,True
bahubhane esteji bebanga ingoma,surprise,False Positive,True,False
izibalo ezishaqisayo ngabafundi abadla izidakamizwa ezikoleni,joy,False Positive,True,False
izibalo ezishaqisayo ngabafundi abadla izidakamizwa ezikoleni,surprise,False Negative,False,True
shange033 uzoba goba kwaalbanamaga abakwaz kahle wena bakuzwa ngendaba,joy,False Positive,True,False
sethamdluli lol ngyajabula homeline uma sibona ngokfana ,joy,False Negative,False,True
sethamdluli lol ngyajabula homeline uma sibona ngokfana ,surprise,False Positive,True,False
ushayiswe yimoto wafa owasinda engozini,joy,False Positive,True,False
ushayiswe yimoto wafa owasinda engozini,sadness,False Negative,False,True
umunyu kukhonjwa 13 wabashonile,sadness,False Negative,False,True
ujabulile ngesenzo sikasomizi umndeni kabobo,joy,False Negative,False,True
uphenyo ngabasolwa ngokudubula amalungu omphakathi entuzuma,joy,False Positive,True,False
uphenyo ngabasolwa ngokudubula amalungu omphakathi entuzuma,surprise,False Positive,True,False
crimeairnetwork uthi isgele asikho kanti ubaselwa ukuthi usele emashini ,surprise,False Positive,True,False
istars ifuna ukuguqula irekhodi ngepirates,joy,False Positive,True,False
istars ifuna ukuguqula irekhodi ngepirates,surprise,False Positive,True,False
isexwayiso ngabaqola abantu ngamaselula,joy,False Positive,True,False
isexwayiso ngabaqola abantu ngamaselula,surprise,False Positive,True,False
sengi lithwithile ngicela ukukhipha umuntu wami siyodla into ka fayfhandilethe familymeeting uyajola99 iamsinglebecause ,fear,False Positive,True,False
